SeasonType,Season,Week,Date,Team,Opponent,PointsAllowed,TouchdownsScored,SoloTackles,AssistedTackles,Sacks,SackYards,PassesDefended,FumblesForced,FumblesRecovered,FumbleReturnYards,FumbleReturnTouchdowns,Interceptions,InterceptionReturnYards,InterceptionReturnTouchdowns,BlockedKicks,Safeties,PuntReturns,PuntReturnYards,PuntReturnTouchdowns,PuntReturnLong,KickReturns,KickReturnYards,KickReturnTouchdowns,KickReturnLong,BlockedKickReturnTouchdowns,FieldGoalReturnTouchdowns,FantasyPointsAllowed,QuarterbackFantasyPointsAllowed,RunningbackFantasyPointsAllowed,WideReceiverFantasyPointsAllowed,TightEndFantasyPointsAllowed,KickerFantasyPointsAllowed,BlockedKickReturnYards,FieldGoalReturnYards,QuarterbackHits,TacklesForLoss,DefensiveTouchdowns,SpecialTeamsTouchdowns,IsGameOver,FantasyPoints,Stadium,Temperature,Humidity,WindSpeed,ThirdDownAttempts,ThirdDownConversions,FourthDownAttempts,FourthDownConversions,PointsAllowedByDefenseSpecialTeams,FanDuelSalary,DraftKingsSalary,FantasyDataSalary,VictivSalary,TwoPointConversionReturns,FantasyPointsFanDuel,FantasyPointsDraftKings,OffensiveYardsAllowed,YahooSalary,PlayerID,FantasyPointsYahoo,HeAy
1,2008,9,2008-11-02,TB,KC,27,1,46,10,1,0,5,1,1,0,0,0,0,0,0,0,2,27,0,14,7,254,1,97,0,0,79.44,22.46,20.1,20.88,7,9,0,0,3,1,0,1,TRUE,9,Arrowhead Stadium,69,61,0,13,6,0,0,27,\N,\N,\N,\N,0,9,9,384,\N,95,9,AWAY
1,2008,9,2008-11-02,TEN,GB,16,0,48,11,4,26,8,1,1,0,0,1,0,0,0,0,1,13,0,13,6,144,0,33,0,0,70.16,13.66,12.8,30.9,2.8,10,0,0,6,6,0,0,TRUE,9,LP Field,69,38,0,15,6,2,0,16,\N,\N,\N,\N,0,9,9,390,\N,34,9,HOME
1,2008,9,2008-11-03,WAS,PIT,23,0,39,22,5,19,9,1,0,0,0,1,0,0,0,0,3,19,0,9,4,75,0,27,0,0,56.46,15.16,17.5,18.2,0.6,5,0,0,9,9,0,0,TRUE,7,Fedex Field,51,96,0,17,7,0,0,23,\N,\N,\N,\N,0,7,7,224,\N,97,7,HOME
1,2008,10,2008-11-10,ARI,SF,24,0,39,5,0,0,9,0,1,0,0,2,43,0,0,0,2,32,0,22,5,106,0,38,0,0,62.28,11.88,11.3,24.9,8.2,6,0,0,3,1,0,0,TRUE,6,University of Phoenix Stadium,62,35,4,18,9,0,0,24,\N,\N,\N,\N,0,6,6,336,\N,1,6,HOME
1,2008,10,2008-11-09,ATL,NO,20,1,45,12,1,6,14,1,0,0,0,3,127,1,0,0,2,33,0,25,2,73,0,55,0,0,91.58,19.88,18.2,37.4,8.1,8,0,0,6,2,1,0,TRUE,14,Georgia Dome,70,40,0,15,7,3,2,20,\N,\N,\N,\N,0,14,14,521,\N,2,14,HOME
1,2008,10,2008-11-09,BAL,HOU,13,0,37,15,2,13,8,0,0,0,0,4,46,0,0,1,1,3,0,3,3,66,0,27,0,0,57.66,9.26,9,30.2,2.2,7,0,0,5,1,0,0,TRUE,16,Reliant Stadium,69,36,11,8,3,1,0,13,\N,\N,\N,\N,0,16,16,355,\N,36,16,AWAY
1,2008,10,2008-11-09,BUF,NE,20,0,59,35,1,8,4,1,1,0,0,0,0,0,0,0,0,0,0,0,3,138,0,85,0,0,65.16,15.56,18.6,22.3,0.7,8,0,0,4,3,0,0,TRUE,4,Gillette Stadium,54,43,15,18,11,0,0,20,\N,\N,\N,\N,0,4,4,370,\N,37,4,AWAY
1,2008,10,2008-11-09,CAR,OAK,6,0,54,10,5,35,6,3,1,0,0,2,11,0,0,0,7,123,0,55,1,59,0,59,0,0,35.28,4.88,18.7,0.5,5.2,6,0,0,5,7,0,0,TRUE,18,Oakland-Alameda County Coliseum,62,59,12,17,2,1,1,6,\N,\N,\N,\N,0,18,18,259,\N,5,18,AWAY
1,2008,10,2008-11-09,CHI,TEN,21,0,53,11,1,5,4,0,1,0,0,0,0,0,0,0,2,13,0,13,4,99,0,41,0,0,69.46,19.46,8.2,21.5,17.3,3,0,0,3,11,0,0,TRUE,3,Soldier Field,37,63,16,17,7,1,0,21,\N,\N,\N,\N,0,3,3,304,\N,38,3,HOME
1,2008,10,2008-11-06,CLE,DEN,34,0,47,10,1,6,9,0,0,0,0,1,13,0,0,0,1,5,0,5,5,135,0,43,0,0,118.88,30.78,15.4,38.9,23.8,10,0,0,2,4,0,0,TRUE,2,Cleveland Browns Stadium,56,52,6,11,6,1,1,34,\N,\N,\N,\N,0,2,2,564,\N,8,2,HOME
1,2008,10,2008-11-06,DEN,CLE,30,0,48,7,0,0,1,1,1,0,0,0,0,0,0,0,1,2,0,2,5,90,0,31,0,0,87.46,17.86,20.3,11.8,23.5,14,0,0,4,2,0,0,TRUE,1,Cleveland Browns Stadium,56,52,6,14,6,2,1,30,\N,\N,\N,\N,0,1,1,399,\N,49,1,AWAY
1,2008,10,2008-11-09,DET,JAX,38,0,35,21,1,11,2,0,0,0,0,0,0,0,0,0,1,8,0,8,5,112,0,34,0,0,95.02,18.22,37.3,25.1,6.4,8,0,0,4,5,0,0,TRUE,-3,Ford Field,68,70,0,10,5,1,1,38,\N,\N,\N,\N,0,-3,-3,384,\N,11,-3,HOME
1,2008,10,2008-11-09,GB,MIN,28,2,47,23,2,10,5,2,0,0,0,3,87,1,0,0,2,75,1,65,5,93,0,31,0,0,71.14,7.94,46.1,8.7,0.4,8,0,0,3,2,1,1,TRUE,19,Metrodome,65,40,0,15,6,1,0,28,\N,\N,\N,\N,0,19,19,361,\N,12,19,AWAY
1,2008,10,2008-11-09,HOU,BAL,41,0,50,23,3,28,4,1,0,0,0,0,0,0,0,0,0,0,0,0,6,126,0,32,0,0,98.56,23.36,28,20.4,17.8,9,0,0,7,6,0,0,TRUE,-1,Reliant Stadium,69,36,11,11,5,0,0,41,\N,\N,\N,\N,0,-1,-1,328,\N,13,-1,HOME
1,2008,10,2008-11-09,IND,PIT,20,0,45,34,2,13,4,1,0,0,0,3,8,0,0,0,1,3,0,3,5,85,0,25,0,0,59.1,5.1,22.5,18,5.5,8,0,0,3,6,0,0,TRUE,9,Heinz Field,44,60,11,18,10,1,0,20,\N,\N,\N,\N,0,9,9,326,\N,14,9,AWAY
1,2008,10,2008-11-09,JAX,DET,14,0,39,8,7,45,4,1,0,0,0,1,14,0,1,0,3,23,0,8,1,10,0,10,0,0,54.02,10.22,18.7,15.2,7.9,2,0,0,9,10,0,0,TRUE,10,Ford Field,68,70,0,13,4,2,1,14,\N,\N,\N,\N,0,12,12,256,\N,52,12,AWAY
1,2008,10,2008-11-09,KC,SD,20,0,52,15,2,8,2,1,0,0,0,2,4,0,0,0,1,1,0,0,4,105,0,36,0,0,77.44,16.54,18.4,21.9,12.6,8,0,0,3,2,0,0,TRUE,7,Qualcomm Stadium,62,61,24,11,6,0,0,20,\N,\N,\N,\N,0,7,7,400,\N,55,7,AWAY
1,2008,10,2008-11-09,MIA,SEA,19,0,41,11,3,13,6,0,0,0,0,0,0,0,0,0,3,18,0,11,3,88,0,37,0,0,55.5,12.3,14.7,16.1,5.4,7,0,0,7,4,0,0,TRUE,4,Dolphins Stadium,78,71,15,15,7,1,0,13,\N,\N,\N,\N,0,7,7,298,\N,64,7,HOME
1,2008,10,2008-11-09,MIN,GB,27,0,34,10,4,32,1,2,0,0,0,0,0,0,0,2,4,36,0,20,5,96,0,22,0,0,42.28,5.78,15.3,10.3,1.9,9,0,0,6,7,0,0,TRUE,8,Metrodome,65,40,0,11,1,0,0,21,\N,\N,\N,\N,0,8,8,184,\N,67,8,HOME
1,2008,10,2008-11-09,NE,BUF,10,0,31,18,2,12,3,0,0,0,0,2,6,0,0,0,1,10,0,10,1,13,0,13,0,0,32.8,4.8,7.1,14.9,2,4,0,0,5,4,0,0,TRUE,10,Gillette Stadium,54,43,15,11,5,0,0,10,\N,\N,\N,\N,0,10,10,168,\N,21,10,HOME
1,2008,10,2008-11-09,NO,ATL,34,0,45,13,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,127,0,41,0,0,82.02,17.72,32.1,20.8,1.4,10,0,0,0,5,0,0,TRUE,-1,Georgia Dome,70,40,0,11,5,0,0,28,\N,\N,\N,\N,0,-1,-1,361,\N,69,-1,AWAY
1,2008,10,2008-11-09,NYG,PHI,31,0,29,4,0,0,4,1,1,12,0,1,21,0,0,0,2,45,0,43,4,79,0,24,0,0,78.76,21.26,8,38.9,3.6,7,0,0,2,2,0,0,TRUE,3,Lincoln Financial Field,48,63,5,11,3,2,1,31,\N,\N,\N,\N,0,3,3,300,\N,75,3,AWAY
1,2008,10,2008-11-09,NYJ,STL,3,1,32,17,2,16,6,3,3,64,1,2,91,0,0,0,4,49,0,16,1,23,0,23,0,0,19.9,-0.3,8.1,8.8,0.3,3,0,0,4,4,1,0,TRUE,25,The Meadowlands,53,46,14,10,4,0,0,3,\N,\N,\N,\N,0,25,25,200,\N,82,25,HOME
1,2008,10,2008-11-09,OAK,CAR,17,0,29,13,2,15,9,0,0,-17,0,4,8,0,0,0,7,17,0,11,4,72,0,24,0,0,39.28,-1.12,22.5,12,0.9,5,0,0,2,4,0,0,TRUE,11,Oakland-Alameda County Coliseum,62,59,12,13,3,0,0,17,\N,\N,\N,\N,0,11,11,219,\N,83,11,HOME
1,2008,10,2008-11-09,PHI,NYG,36,0,58,8,1,9,3,3,1,0,0,1,21,0,0,0,0,0,0,0,8,220,0,40,0,0,88.64,13.84,34.4,14.2,14.2,12,0,0,4,5,0,0,TRUE,1,Lincoln Financial Field,48,63,5,15,7,1,1,36,\N,\N,\N,\N,0,1,1,401,\N,26,1,HOME
1,2008,10,2008-11-09,PIT,IND,24,0,35,18,2,12,5,0,0,0,0,0,0,0,0,0,4,40,0,23,5,106,0,39,0,0,75.8,21.6,15.9,23.9,8.4,6,0,0,5,5,0,0,TRUE,2,Heinz Field,44,60,11,16,9,0,0,24,\N,\N,\N,\N,0,2,2,290,\N,28,2,HOME
1,2008,10,2008-11-09,SD,KC,19,0,43,14,1,3,3,0,0,0,0,0,0,0,0,0,1,2,0,0,1,26,0,26,0,0,75.84,25.24,5,21.3,23.3,1,0,0,1,5,0,0,TRUE,2,Qualcomm Stadium,62,61,24,14,7,1,1,19,\N,\N,\N,\N,0,2,2,339,\N,84,2,HOME
1,2008,10,2008-11-09,SEA,MIA,21,1,47,3,2,3,4,0,0,0,0,1,35,1,0,0,3,49,0,29,3,98,0,50,0,0,67.76,10.46,34.3,17.9,2.1,3,0,0,3,2,1,0,TRUE,10,Dolphins Stadium,78,71,15,15,7,2,2,21,\N,\N,\N,\N,0,10,10,361,\N,90,10,AWAY
1,2008,10,2008-11-10,SF,ARI,29,1,48,6,0,0,2,0,0,-2,0,0,0,0,0,0,2,28,0,16,6,212,1,104,0,0,91.52,25.12,5.5,49.9,0,11,0,0,5,2,0,1,TRUE,5,University of Phoenix Stadium,62,35,4,13,4,1,1,29,\N,\N,\N,\N,0,5,5,374,\N,93,5,AWAY
1,2008,10,2008-11-09,STL,NYJ,47,0,50,19,0,0,2,0,0,0,0,0,0,0,0,0,1,4,0,4,7,131,0,24,0,0,90.98,10.38,39.7,5.2,16.7,19,0,0,0,5,0,0,TRUE,-4,The Meadowlands,53,46,14,13,7,1,1,41,\N,\N,\N,\N,0,-4,-4,373,\N,32,-4,AWAY
1,2008,10,2008-11-09,TEN,CHI,14,0,43,8,2,8,7,0,0,-3,0,1,13,0,1,0,4,43,0,29,2,46,0,25,0,0,48.02,15.02,19.1,6.9,5,2,0,0,3,7,0,0,TRUE,5,Soldier Field,37,63,16,14,3,2,1,14,\N,\N,\N,\N,0,7,7,243,\N,34,7,AWAY
1,2008,11,2008-11-16,ARI,SEA,20,0,40,3,2,17,8,2,1,0,0,3,19,0,0,0,2,19,0,15,1,25,0,25,0,0,44.1,6.5,21.5,10.2,3.9,2,0,0,6,6,0,0,TRUE,11,Qwest Field,52,85,3,9,1,2,2,20,\N,\N,\N,\N,0,11,11,196,\N,1,11,AWAY
1,2008,11,2008-11-16,ATL,DEN,24,0,40,6,1,8,2,0,0,0,0,0,0,0,0,0,1,9,0,9,5,102,0,26,0,0,70.64,13.04,25.9,15.6,10.1,6,0,0,1,4,0,0,TRUE,1,Georgia Dome,70,40,0,12,7,0,0,24,\N,\N,\N,\N,0,1,1,332,\N,2,1,HOME
1,2008,11,2008-11-16,BAL,NYG,30,0,42,20,1,7,3,0,0,0,0,1,0,0,0,0,1,0,0,0,4,102,0,29,0,0,68.12,7.82,38.4,9.8,6.1,6,0,0,5,3,0,0,TRUE,2,Giants Stadium,49,46,19,10,6,0,0,24,\N,\N,\N,\N,0,3,3,353,\N,36,3,AWAY
1,2008,11,2008-11-17,BUF,CLE,29,1,34,17,1,9,13,0,0,0,0,0,0,0,0,0,2,34,0,34,7,246,1,98,0,0,73,9.2,23.8,17,4,19,0,0,6,3,0,1,TRUE,6,Ralph Wilson Stadium,30,66,9,13,3,0,0,29,\N,\N,\N,\N,0,6,6,337,\N,37,6,HOME
1,2008,11,2008-11-16,CAR,DET,22,0,53,7,3,20,4,2,2,0,0,2,16,0,0,0,1,2,0,2,5,92,0,26,0,0,61.98,13.58,14.5,20.3,1.6,12,0,0,5,5,0,0,TRUE,11,Bank of America Stadium,54,58,10,16,6,3,2,22,\N,\N,\N,\N,0,11,11,316,\N,5,11,HOME
1,2008,11,2008-11-16,CHI,GB,37,0,54,18,0,0,1,0,0,-7,0,1,0,0,0,0,1,7,0,7,8,196,0,31,0,0,90.78,15.18,27,22.9,10.7,15,0,0,0,3,0,0,TRUE,-2,Lambeau Field,33,61,15,14,7,1,1,31,\N,\N,\N,\N,0,1,1,427,\N,38,1,AWAY
1,2008,11,2008-11-16,CIN,PHI,13,0,42,8,2,16,15,1,1,-1,0,3,79,0,0,0,4,31,0,15,3,73,0,26,0,0,63.26,9.76,12.6,23.9,10,7,0,0,5,4,0,0,TRUE,14,Paul Brown Stadium,38,57,15,18,3,1,1,13,\N,\N,\N,\N,0,14,14,391,\N,7,14,HOME
1,2008,11,2008-11-17,CLE,BUF,27,0,47,23,0,0,7,1,1,0,0,3,9,0,0,0,0,0,0,0,3,64,0,26,0,0,56.32,10.62,27.7,6.2,2.8,9,0,0,1,4,0,0,TRUE,8,Ralph Wilson Stadium,30,66,9,11,4,0,0,27,\N,\N,\N,\N,0,8,8,334,\N,8,8,AWAY
1,2008,11,2008-11-16,DAL,WAS,10,0,42,15,3,26,6,0,0,0,0,1,0,0,0,0,3,26,0,10,3,35,0,14,0,0,43.88,10.68,10.3,6.7,12.2,4,0,0,7,6,0,0,TRUE,9,Fedex Field,44,46,7,14,5,2,1,10,\N,\N,\N,\N,0,9,9,228,\N,48,9,AWAY
1,2008,11,2008-11-16,DEN,ATL,20,0,50,9,0,0,3,0,0,0,0,1,5,0,0,0,0,0,0,0,5,159,0,58,0,0,64.4,9.8,26.5,20.1,0,8,0,0,3,3,0,0,TRUE,3,Georgia Dome,70,40,0,18,11,1,0,20,\N,\N,\N,\N,0,3,3,364,\N,49,3,AWAY
1,2008,11,2008-11-16,DET,CAR,31,0,34,8,0,0,3,1,1,0,0,0,0,0,0,0,1,7,0,7,3,72,0,46,0,0,73.68,7.88,43.4,7.5,7.9,7,0,0,2,2,0,0,TRUE,1,Bank of America Stadium,54,58,10,7,1,0,0,31,\N,\N,\N,\N,0,1,1,366,\N,11,1,AWAY
1,2008,11,2008-11-16,GB,CHI,3,1,33,15,1,8,6,0,1,54,1,0,0,0,0,0,1,3,0,3,2,28,0,22,0,0,31.56,4.36,13.3,6,4.9,3,0,0,3,2,1,0,TRUE,16,Lambeau Field,33,61,15,12,3,2,0,3,\N,\N,\N,\N,0,16,16,234,\N,12,16,HOME
1,2008,11,2008-11-16,HOU,IND,33,0,59,14,0,0,1,0,0,3,0,0,0,0,0,0,1,39,0,39,8,207,0,30,0,0,101.2,20.9,34.7,26.2,4.4,15,0,0,3,1,0,0,TRUE,-1,Lucas Oil Stadium,37,58,21,15,10,0,0,33,\N,\N,\N,\N,0,-1,-1,474,\N,13,-1,AWAY
1,2008,11,2008-11-16,IND,HOU,27,0,38,13,2,13,2,1,0,0,0,1,2,0,0,0,2,11,0,6,5,130,0,46,0,0,69.58,6.08,36,16,2.5,9,0,0,3,4,0,0,TRUE,4,Lucas Oil Stadium,37,58,21,8,4,0,0,27,\N,\N,\N,\N,0,4,4,356,\N,14,4,HOME
1,2008,11,2008-11-16,JAX,TEN,24,0,42,1,1,0,2,0,0,0,0,1,0,0,0,0,2,31,0,31,4,75,0,38,0,0,77.6,19,14,35,3.6,6,0,0,1,5,0,0,TRUE,3,Jacksonville Municipal Stadium,60,39,10,12,1,0,0,24,\N,\N,\N,\N,0,3,3,344,\N,52,3,HOME
1,2008,11,2008-11-16,KC,NO,30,0,45,11,0,0,4,0,0,0,0,1,2,0,0,0,2,19,0,12,5,103,0,37,0,0,79.54,12.44,29.4,21.3,4.4,12,0,0,2,2,0,0,TRUE,1,Arrowhead Stadium,53,45,10,12,6,0,0,30,\N,\N,\N,\N,0,1,1,369,\N,55,1,HOME
1,2008,11,2008-11-16,MIA,OAK,15,0,39,7,5,27,3,0,0,0,0,0,0,0,0,0,4,36,0,15,3,53,0,22,0,0,35.84,6.24,6.9,7.3,8.4,7,0,0,7,9,0,0,TRUE,6,Dolphins Stadium,67,39,11,11,2,0,0,15,\N,\N,\N,\N,0,6,6,199,\N,64,6,HOME
1,2008,11,2008-11-16,MIN,TB,19,0,53,13,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,6,124,0,26,0,0,63.5,12.3,19.1,10.3,8.8,13,0,0,6,7,0,0,TRUE,4,Raymond James Stadium,62,43,10,12,5,1,0,19,\N,\N,\N,\N,0,4,4,363,\N,67,4,AWAY
1,2008,11,2008-11-13,NE,NYJ,34,0,64,37,3,23,4,1,1,-24,0,0,0,0,0,0,3,14,0,10,6,135,0,31,0,0,84.12,18.42,27.4,18.5,9.8,10,0,0,4,6,0,0,TRUE,4,Gillette Stadium,44,99,6,16,9,0,0,34,\N,\N,\N,\N,0,4,4,375,\N,21,4,HOME
1,2008,11,2008-11-16,NO,KC,20,0,45,12,4,29,8,1,0,-11,0,1,3,0,0,0,0,0,0,0,5,120,0,54,0,0,71.3,19.9,9.9,27.7,5.8,8,0,0,4,7,0,0,TRUE,7,Arrowhead Stadium,53,45,10,14,5,3,2,20,\N,\N,\N,\N,0,7,7,330,\N,69,7,AWAY
1,2008,11,2008-11-16,NYG,BAL,10,1,45,13,1,10,4,1,0,0,0,2,60,1,1,0,0,0,0,0,3,53,0,19,0,0,45.06,12.26,16.3,10.9,1.6,4,0,0,3,5,1,0,TRUE,15,Giants Stadium,49,46,19,12,5,2,1,10,\N,\N,\N,\N,0,17,17,275,\N,75,17,HOME
1,2008,11,2008-11-13,NYJ,NE,31,1,51,23,3,14,6,1,1,11,0,0,0,0,0,0,0,0,0,0,6,189,1,92,0,0,111.5,36.2,11.2,40.3,12.8,11,0,0,7,5,0,1,TRUE,10,Gillette Stadium,44,99,6,14,4,3,2,31,\N,\N,\N,\N,0,10,10,511,\N,82,10,AWAY
1,2008,11,2008-11-16,OAK,MIA,17,1,48,8,3,14,2,1,1,-5,0,0,0,0,0,1,4,113,1,93,5,109,0,40,0,0,61.56,7.66,24.6,23.7,0.6,5,0,0,4,6,0,1,TRUE,14,Dolphins Stadium,67,39,11,12,5,1,1,17,\N,\N,\N,\N,0,14,14,382,\N,83,14,AWAY
1,2008,11,2008-11-16,PHI,CIN,13,0,47,36,8,35,7,2,1,-2,0,0,0,0,0,0,6,43,0,16,4,70,0,27,0,0,57.14,15.34,8,24.2,2.6,7,0,0,13,12,0,0,TRUE,14,Paul Brown Stadium,38,57,15,20,4,1,0,13,\N,\N,\N,\N,0,14,14,282,\N,26,14,AWAY
1,2008,11,2008-11-16,PIT,SD,10,0,35,12,2,12,6,1,0,0,0,2,37,0,0,1,0,0,0,0,4,68,0,26,0,0,35.56,3.06,17.5,8.3,2.7,4,0,0,1,5,0,0,TRUE,12,Heinz Field,35,80,14,10,5,0,0,10,\N,\N,\N,\N,0,12,12,218,\N,28,12,HOME
1,2008,11,2008-11-16,SD,PIT,11,0,59,24,4,22,3,0,0,-2,0,0,0,0,0,0,1,1,0,1,3,29,0,16,0,0,64.52,12.32,16.1,20.1,7,9,0,0,5,4,0,0,TRUE,8,Heinz Field,35,80,14,14,7,1,0,11,\N,\N,\N,\N,0,8,8,410,\N,84,8,AWAY
1,2008,11,2008-11-16,SEA,ARI,26,0,54,4,2,13,5,3,1,0,0,1,58,0,0,0,1,20,0,20,6,164,0,56,0,0,90.5,15.5,21.7,36.4,0.9,16,0,0,6,5,0,0,TRUE,6,Qwest Field,52,85,3,12,6,0,0,26,\N,\N,\N,\N,0,6,6,458,\N,90,6,HOME
1,2008,11,2008-11-16,SF,STL,16,0,47,21,4,15,9,1,1,0,0,2,37,0,0,0,2,40,0,29,4,85,0,30,0,0,67.9,10.3,20.8,25.5,1.3,10,0,0,5,6,0,0,TRUE,11,Candlestick Park,75,50,5,15,5,1,0,16,\N,\N,\N,\N,0,11,11,406,\N,93,11,HOME
1,2008,11,2008-11-16,STL,SF,35,0,40,14,2,14,0,2,2,-3,0,0,0,0,0,0,5,19,0,13,6,136,0,34,0,0,82.32,22.92,31.6,16.6,6.2,5,0,0,4,5,0,0,TRUE,2,Candlestick Park,75,50,5,11,5,0,0,35,\N,\N,\N,\N,0,2,2,334,\N,32,2,AWAY
1,2008,11,2008-11-16,TB,MIN,13,0,43,16,5,27,2,2,2,2,0,0,0,0,0,0,0,0,0,0,3,65,0,25,0,0,42.22,9.82,6.8,13.9,4.7,7,0,0,8,10,0,0,TRUE,13,Raymond James Stadium,62,43,10,12,5,2,0,13,\N,\N,\N,\N,0,13,13,210,\N,95,13,HOME
1,2008,11,2008-11-16,TEN,JAX,14,0,47,0,4,18,6,1,0,0,0,1,0,0,0,0,3,14,0,11,3,73,0,36,0,0,44.9,5,27.9,6.7,3.3,2,0,0,12,5,0,0,TRUE,7,Jacksonville Municipal Stadium,60,39,10,15,3,1,0,14,\N,\N,\N,\N,0,7,7,257,\N,34,7,AWAY
1,2008,11,2008-11-16,WAS,DAL,14,0,39,23,0,0,4,0,0,0,0,2,6,0,0,0,2,14,0,12,3,80,0,58,0,0,53.42,7.62,21.9,10,11.9,2,0,0,4,0,0,0,TRUE,5,Fedex Field,44,46,7,11,5,1,1,14,\N,\N,\N,\N,0,5,5,315,\N,97,5,HOME
1,2008,12,2008-11-23,ARI,NYG,37,0,48,7,1,6,5,0,0,-7,0,0,0,0,0,0,2,5,0,0,8,232,0,55,0,0,91.3,21.4,23.8,22.3,10.8,13,0,0,5,3,0,0,TRUE,-3,University of Phoenix Stadium,70,40,0,15,7,1,1,37,\N,\N,\N,\N,0,-3,-3,321,\N,1,-3,HOME
1,2008,12,2008-11-23,ATL,CAR,28,1,46,14,3,21,5,0,0,0,0,0,0,0,0,0,4,95,1,61,4,52,0,25,0,0,86.7,23.6,21.5,28.3,5.3,8,0,0,5,5,0,1,TRUE,8,Georgia Dome,70,40,0,14,5,1,1,28,\N,\N,\N,\N,0,8,8,408,\N,2,8,HOME
1,2008,12,2008-11-23,BAL,PHI,7,1,40,8,2,12,9,1,1,22,0,4,162,1,1,1,4,30,0,18,2,39,0,21,0,0,18.08,-2.82,6.8,10.2,2.9,1,0,0,6,5,1,0,TRUE,24,M&T Bank Stadium,39,38,5,13,3,2,0,7,\N,\N,\N,\N,0,26,26,206,\N,36,26,HOME
1,2008,12,2008-11-23,BUF,KC,31,1,32,0,3,13,6,3,3,5,0,2,64,1,0,0,0,0,0,0,6,102,0,46,0,0,97.14,28.24,21.7,22.9,17.3,7,0,0,3,5,1,0,TRUE,18,Arrowhead Stadium,50,56,10,8,1,1,0,31,\N,\N,\N,\N,0,18,18,462,\N,37,18,AWAY
1,2008,12,2008-11-23,CAR,ATL,45,0,44,4,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,5,86,0,24,0,0,86.56,10.56,40.4,26.6,0,9,0,0,1,2,0,0,TRUE,-1,Georgia Dome,70,40,0,13,6,2,2,45,\N,\N,\N,\N,0,-1,-1,392,\N,5,-1,AWAY
1,2008,12,2008-11-23,CHI,STL,3,0,42,2,5,43,10,0,0,0,0,4,20,0,0,0,4,26,0,14,2,76,0,50,0,0,29.44,1.54,5.8,15.4,3.7,3,0,0,7,13,0,0,TRUE,20,Edward Jones Dome,70,40,0,13,3,2,1,3,\N,\N,\N,\N,0,20,20,207,\N,38,20,AWAY
1,2008,12,2008-11-20,CIN,PIT,27,0,42,27,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,6,106,0,24,0,0,75.12,21.02,20.5,14.2,10.4,9,0,0,0,4,0,0,TRUE,2,Heinz Field,32,71,11,14,6,1,1,27,\N,\N,\N,\N,0,2,2,364,\N,7,2,AWAY
1,2008,12,2008-11-23,CLE,HOU,16,0,60,15,1,4,3,1,0,-8,0,2,28,0,1,0,2,10,0,7,4,104,0,34,0,0,65.7,11,12.9,29,2.8,10,0,0,1,5,0,0,TRUE,6,Cleveland Browns Stadium,30,79,12,16,4,3,3,16,\N,\N,\N,\N,0,8,8,383,\N,8,8,HOME
1,2008,12,2008-11-23,DAL,SF,22,0,33,6,4,25,3,1,1,-12,0,1,0,0,1,1,2,16,0,12,5,93,0,25,0,0,71.02,16.12,10.8,29.4,4.7,10,0,0,8,8,0,0,TRUE,10,Texas Stadium,64,60,0,10,2,0,0,22,\N,\N,\N,\N,0,12,12,304,\N,48,12,HOME
1,2008,12,2008-11-23,DEN,OAK,31,0,45,7,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,3,56,0,26,0,0,67.2,10.38,29.02,16.2,4.6,7,0,0,0,3,0,0,TRUE,-1,Invesco Field,47,30,15,13,8,0,0,31,\N,\N,\N,\N,0,-1,-1,318,\N,49,-1,HOME
1,2008,12,2008-11-23,DET,TB,38,1,40,13,4,19,2,2,3,46,1,0,0,0,0,0,3,34,0,15,7,154,0,32,0,0,62.7,10.2,21.7,13.9,8.9,8,0,0,5,9,1,0,TRUE,12,Ford Field,68,70,0,13,5,2,2,32,\N,\N,\N,\N,0,15,15,255,\N,11,15,HOME
1,2008,12,2008-11-24,GB,NO,51,0,40,10,1,5,5,0,0,-9,0,1,37,0,0,0,3,50,0,27,9,180,0,25,0,0,120.02,28.92,31.4,35.4,15.3,9,0,0,4,3,0,0,TRUE,-1,Louisiana Superdome,65,93,0,8,3,2,2,51,\N,\N,\N,\N,0,-1,-1,416,\N,12,-1,AWAY
1,2008,12,2008-11-23,HOU,CLE,6,0,31,5,0,0,5,1,2,-1,0,3,29,0,0,0,2,18,0,11,2,43,0,26,0,0,25.8,-2.2,9.1,11.3,1.6,6,0,0,3,1,0,0,TRUE,17,Cleveland Browns Stadium,30,79,12,9,2,1,1,6,\N,\N,\N,\N,0,17,17,240,\N,13,17,AWAY
1,2008,12,2008-11-23,IND,SD,20,0,49,10,2,14,0,1,1,9,0,0,0,0,0,0,1,3,0,3,5,107,0,29,0,0,78.32,19.02,22.4,23.2,5.7,8,0,0,2,3,0,0,TRUE,5,Qualcomm Stadium,58,63,8,12,6,0,0,20,\N,\N,\N,\N,0,5,5,394,\N,14,5,AWAY
